          * /home/aashreypatel/esim-workspace/invertor1/invertor1.cir
          Transient Analysis  Tue Oct  4 16:11:33  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-1.80350e-12	0.000000e+00	
1	2.000000e-12	-1.80351e-12	9.757820e-19	
2	4.000000e-12	-1.80348e-12	2.791821e-18	
3	8.000000e-12	-1.80354e-12	1.192622e-18	
4	1.600000e-11	-1.80352e-12	-1.15196e-18	
5	3.200000e-11	-1.80354e-12	2.087089e-18	
6	6.400000e-11	-1.80350e-12	-7.58942e-19	
7	1.280000e-10	6.634902e-05	-9.11214e-05	
8	1.993029e-10	5.265038e-05	-3.36338e-04	
9	2.000000e-10	-2.58609e-05	-1.26672e-04	
10	2.013941e-10	-3.19671e-05	-9.15857e-05	
11	2.041824e-10	5.301644e-06	-1.51451e-04	
12	2.096529e-10	-1.65825e-05	-8.07533e-05	
13	2.205940e-10	1.088460e-05	-7.65374e-05	
14	2.424762e-10	-1.25698e-05	1.702325e-05	
15	2.785160e-10	1.238694e-05	-2.22295e-05	
16	3.206967e-10	-1.23337e-05	2.295788e-05	
17	3.973394e-10	1.231265e-05	-2.30550e-05	
18	5.506247e-10	-1.23029e-05	2.307810e-05	
19	8.571954e-10	1.229807e-05	-2.30853e-05	
20	1.470337e-09	-1.22957e-05	2.308838e-05	
21	2.696619e-09	1.229453e-05	-2.30896e-05	
22	5.149185e-09	-1.22939e-05	2.309028e-05	
23	1.005432e-08	1.229365e-05	-2.30906e-05	
24	1.986458e-08	-1.22935e-05	2.309071e-05	
25	3.948510e-08	1.229343e-05	-2.30908e-05	
26	7.872615e-08	-1.22934e-05	2.309082e-05	
27	1.572082e-07	1.229337e-05	-2.30908e-05	
28	3.141724e-07	-1.22934e-05	2.309085e-05	
29	6.281008e-07	1.229336e-05	-2.30909e-05	
30	1.255958e-06	-1.22934e-05	2.309086e-05	
31	2.511671e-06	1.229336e-05	-2.30909e-05	
32	5.023098e-06	-1.22934e-05	2.309086e-05	
33	1.004595e-05	1.229335e-05	-2.30909e-05	
34	2.009166e-05	-1.22934e-05	2.309086e-05	
35	4.018307e-05	1.229335e-05	-2.30909e-05	
36	8.036591e-05	-1.22934e-05	2.309086e-05	
37	1.607316e-04	1.229335e-05	-2.30909e-05	
38	3.214629e-04	-1.22934e-05	2.309086e-05	
39	6.429255e-04	1.229335e-05	-2.30909e-05	
40	1.285851e-03	-1.22934e-05	2.309086e-05	
41	2.285851e-03	1.229335e-05	-2.30909e-05	
42	3.285851e-03	-1.22934e-05	2.309086e-05	
43	4.285851e-03	1.229335e-05	-2.30909e-05	
44	5.000000e-03	-1.22934e-05	2.309086e-05	
45	5.000000e-03	-4.62845e-05	1.367624e-04	
46	5.000000e-03	-2.67947e-05	1.469390e-04	
47	5.000000e-03	-7.41787e-05	1.488012e-04	
48	5.000000e-03	-9.03663e-05	1.313022e-04	
49	5.000000e-03	-2.26652e-05	7.391868e-05	
50	5.000000e-03	-2.27191e-05	5.889009e-05	
51	5.000000e-03	-2.29919e-05	4.274884e-05	
52	5.000000e-03	-2.25860e-05	3.408007e-05	
53	5.000000e-03	-1.31801e-05	4.079502e-06	
54	5.000001e-03	-1.19270e-05	2.093591e-05	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	5.000001e-03	3.943894e-06	-1.29731e-05	
